Student_ID,Gender,Age,Class,Attendance,Study_Hours,Assignments_Completed,Quiz_Score,Midterm_Marks,Final_Exam_Marks,Internet_Access,Parental_Education,Extra_Curricular,Sleep_Hours,Previous_Grade,Performance
12998,Male,19,11,87.5,7.4,10.0,81.7,51.3,55.2,Yes,Secondary,Yes,6.8,D,Poor
12999,Female,22,9,64.1,9.0,11.6,64.4,66.1,55.9,No,Bachelor,No,4.6,A,Poor
13000,Other,18,12,89.5,6.4,10.2,45.3,51.1,49.7,No,Secondary,No,8.4,B,Poor
13001,Male,20,12,56.5,7.0,8.4,62.7,94.3,67.8,No,Bachelor,Yes,6.3,C,Poor
13002,Female,15,9,97.6,11.0,4.5,60.9,72.5,80.0,Yes,Master,No,9.9,A,Poor
13003,Male,21,10,72.5,7.5,4.9,51.0,81.1,43.1,No,High School,No,5.0,A,Poor
13004,Female,22,9,94.4,8.3,10.2,88.4,88.1,88.9,Yes,Master,Yes,6.2,B,Poor
13005,Other,21,11,59.3,10.8,7.7,55.5,94.4,52.9,No,High School,No,7.5,D,Poor
13006,Male,16,9,73.3,10.2,4.5,72.8,71.4,60.8,No,Master,Yes,5.8,B,Poor
13007,Other,18,12,94.6,6.8,5.6,75.6,64.8,99.5,Yes,High School,No,6.5,B,Poor
13008,Other,15,9,58.4,7.0,10.3,40.6,82.0,84.5,Yes,Bachelor,Yes,6.2,D,Poor
13009,Male,21,10,78.9,4.8,5.2,69.5,44.0,91.4,Yes,Secondary,Yes,4.3,C,Poor
13010,Male,20,10,92.2,6.5,4.8,56.6,47.5,57.2,No,Master,Yes,7.9,D,Poor
13011,Male,18,12,95.0,6.8,0.8,51.2,64.2,72.6,Yes,High School,Yes,8.9,A,Poor
13012,Male,20,9,98.1,11.7,4.4,64.4,84.6,93.9,No,Secondary,No,5.3,B,Poor
13013,Male,17,10,56.7,1.8,4.7,56.9,67.0,98.3,No,Secondary,No,7.9,B,Poor
13014,Female,18,10,95.2,2.7,13.3,73.8,47.4,43.4,Yes,Bachelor,Yes,7.5,C,Poor
13015,Male,18,10,70.7,2.3,13.5,79.7,87.3,87.6,No,High School,No,8.4,A,Poor
13016,Female,17,11,98.5,6.5,14.6,96.3,60.2,44.6,No,Secondary,Yes,4.8,B,Poor
13017,Male,21,10,82.8,1.4,5.2,88.4,99.1,99.7,No,High School,No,5.9,B,Poor
13018,Other,18,10,68.9,9.4,1.0,48.8,98.5,44.4,No,Bachelor,Yes,7.9,A,Poor
13019,Other,19,11,56.7,10.3,9.4,86.9,80.0,92.7,No,Master,Yes,6.2,D,Poor
13020,Other,21,9,79.9,10.5,13.8,57.6,60.6,67.1,Yes,Bachelor,Yes,4.9,B,Poor
13021,Male,16,11,88.4,6.5,10.8,69.5,50.2,53.5,Yes,High School,No,9.1,D,Poor
13022,Female,20,11,77.2,10.3,3.7,57.1,50.6,70.0,Yes,Bachelor,No,7.1,D,Poor
13023,Female,19,11,91.7,10.8,2.9,81.0,98.8,51.0,No,Master,No,4.6,A,Poor
13024,Male,17,11,90.7,3.4,10.2,96.0,66.3,64.3,Yes,Master,No,8.1,C,Poor
13025,Female,18,9,57.6,5.4,7.2,53.8,85.6,70.9,Yes,Master,Yes,8.1,C,Poor
13026,Male,22,12,77.3,10.1,3.7,83.8,98.6,50.4,Yes,Bachelor,No,8.8,D,Poor
13027,Male,19,10,81.1,6.7,12.9,90.8,88.9,73.3,No,High School,Yes,4.4,A,Poor
13028,Male,19,11,72.7,3.8,12.8,85.3,98.1,89.7,Yes,Bachelor,No,8.4,C,Poor
13029,Other,21,9,90.0,8.1,14.8,90.5,83.8,48.1,Yes,Secondary,No,5.3,A,Poor
13030,Other,19,11,67.5,3.3,9.1,45.0,93.2,51.7,Yes,Master,No,9.2,B,Poor
13031,Female,18,10,57.3,2.1,10.8,56.2,54.3,98.0,Yes,Secondary,No,6.3,A,Poor
13032,Other,15,10,87.8,1.4,2.7,54.1,71.8,74.9,No,Secondary,No,6.3,D,Poor
13033,Female,22,9,93.3,8.1,7.3,54.5,46.5,46.6,No,High School,No,8.8,B,Poor
13034,Male,16,10,93.5,10.8,6.6,98.7,54.0,64.4,Yes,Bachelor,Yes,5.0,C,Poor
13035,Other,19,12,83.0,6.9,1.0,41.2,56.8,58.1,No,Master,No,4.2,C,Poor
13036,Female,18,10,66.7,5.8,10.9,95.7,87.6,70.8,Yes,Bachelor,No,7.4,C,Poor
13037,Female,19,9,96.4,1.3,10.0,91.1,50.4,85.9,No,Bachelor,No,4.9,A,Poor
13038,Other,15,9,56.4,2.7,14.4,90.5,67.4,85.4,Yes,Master,Yes,9.3,C,Poor
13039,Female,19,12,82.6,8.7,5.6,52.9,78.6,42.0,Yes,Bachelor,Yes,6.0,D,Poor
13040,Male,18,11,75.5,2.3,14.8,96.7,94.1,47.4,No,Bachelor,Yes,4.4,D,Poor
13041,Male,17,11,98.3,7.9,10.2,70.8,59.9,84.1,No,Bachelor,Yes,7.1,C,Poor
13042,Other,18,12,93.5,7.2,2.6,43.2,87.4,85.2,No,Secondary,No,9.7,C,Poor
13043,Other,19,9,56.4,7.5,3.5,70.9,64.0,98.2,Yes,Bachelor,No,6.9,D,Poor
13044,Other,19,11,73.6,2.7,8.3,44.0,60.4,83.6,No,Secondary,Yes,5.7,C,Poor
13045,Other,18,10,89.1,10.4,1.3,57.8,64.0,60.9,Yes,High School,Yes,9.2,A,Poor
13046,Male,19,9,87.1,9.1,11.3,96.8,50.5,65.4,No,Bachelor,Yes,7.7,D,Poor
13047,Male,19,11,77.8,4.5,5.2,93.6,42.8,93.4,No,Master,Yes,7.9,C,Poor
13048,Female,21,9,94.7,4.6,6.6,73.0,78.7,65.0,Yes,Master,No,6.2,C,Poor
13049,Male,17,10,71.9,4.5,4.1,40.6,64.2,62.7,Yes,Secondary,Yes,8.6,C,Poor
13050,Other,17,9,98.6,1.3,9.1,69.8,74.5,51.7,Yes,High School,No,9.1,C,Poor
13051,Female,22,10,97.9,5.4,7.3,91.7,77.4,77.4,No,Bachelor,Yes,7.4,B,Poor
13052,Male,19,11,75.9,2.4,4.7,85.9,54.0,42.5,Yes,High School,Yes,9.8,D,Poor
13053,Male,20,11,82.4,2.0,9.4,49.1,43.4,92.0,No,Secondary,Yes,4.7,A,Poor
13054,Female,16,12,86.7,9.6,1.0,77.5,57.8,81.3,Yes,High School,Yes,4.8,C,Poor
13055,Male,20,11,59.4,2.5,5.6,81.2,50.0,56.8,Yes,Secondary,Yes,9.6,D,Poor
13056,Female,16,11,73.0,1.9,4.9,52.5,86.6,88.0,No,High School,Yes,6.9,C,Poor
13057,Female,16,9,69.6,2.2,7.4,66.1,96.3,55.6,Yes,Secondary,Yes,4.5,B,Poor
13058,Other,20,9,64.6,3.0,2.3,77.4,49.0,41.0,Yes,High School,No,5.4,D,Poor
13059,Female,16,9,87.6,11.8,13.7,55.8,81.1,43.4,Yes,Bachelor,No,5.9,B,Poor
13060,Female,19,10,65.4,8.7,0.1,42.0,75.2,74.2,No,High School,No,9.5,B,Poor
13061,Female,20,12,89.5,5.9,10.5,61.1,78.0,49.9,Yes,Secondary,No,9.9,B,Poor
13062,Male,21,10,59.4,4.6,5.9,64.7,55.5,61.3,Yes,Master,No,5.1,A,Poor
13063,Other,17,12,84.2,10.6,12.8,66.0,41.0,95.9,Yes,Master,No,5.5,D,Poor
13064,Other,20,11,93.3,1.9,14.1,48.2,51.7,45.4,Yes,Secondary,No,6.8,C,Poor
13065,Female,22,9,70.6,10.0,6.3,98.4,48.4,73.2,No,Master,No,8.8,C,Poor
13066,Female,19,9,94.6,5.1,4.1,80.9,62.2,82.0,No,Secondary,No,5.9,C,Poor
13067,Female,15,10,58.4,5.4,10.0,88.0,52.7,61.9,Yes,Bachelor,No,7.6,A,Poor
13068,Female,21,12,81.9,2.6,8.3,57.1,76.9,71.7,Yes,Bachelor,Yes,4.9,A,Poor
13069,Female,21,12,78.9,3.6,4.9,87.5,53.0,74.3,Yes,Bachelor,Yes,5.1,B,Poor
13070,Male,18,9,69.1,7.5,9.4,58.1,89.6,55.1,No,Secondary,Yes,7.4,B,Poor
13071,Female,21,11,95.9,4.4,9.7,96.8,90.4,64.1,Yes,Secondary,No,8.0,D,Poor
13072,Other,21,11,99.5,6.9,9.1,94.6,47.2,99.0,No,Master,No,8.8,D,Poor
13073,Male,18,12,77.0,3.8,1.7,51.8,77.1,90.8,No,Bachelor,No,5.6,A,Poor
13074,Male,20,10,95.5,9.1,10.2,56.4,97.1,96.0,Yes,Bachelor,No,7.7,D,Poor
13075,Male,15,9,58.7,8.9,8.2,73.6,96.5,99.2,No,Master,No,4.7,C,Poor
13076,Other,17,12,66.6,8.6,10.7,55.7,53.2,63.9,No,High School,No,6.1,C,Poor
13077,Other,22,10,61.6,1.9,9.3,95.8,43.2,80.4,Yes,Bachelor,Yes,4.8,A,Poor
13078,Other,15,11,73.5,7.9,4.3,53.9,79.1,57.3,Yes,Secondary,Yes,8.5,D,Poor
13079,Male,21,11,55.7,9.6,11.2,85.7,54.4,54.2,No,Bachelor,No,8.1,D,Poor
13080,Other,21,10,80.0,1.1,5.0,85.5,86.4,69.1,No,Secondary,Yes,9.0,D,Poor
13081,Male,21,9,64.2,3.4,14.2,73.6,71.8,72.1,Yes,Secondary,No,8.2,C,Poor
13082,Female,15,10,93.5,3.1,4.2,83.0,80.6,50.5,Yes,Bachelor,Yes,8.8,D,Poor
13083,Female,19,12,73.7,3.5,8.9,81.3,42.3,89.6,No,Bachelor,Yes,7.1,B,Poor
13084,Female,16,9,61.9,6.5,5.1,67.8,97.8,68.8,No,Master,Yes,5.0,B,Poor
13085,Female,15,12,82.1,6.2,2.4,86.6,73.9,47.5,Yes,Secondary,Yes,8.8,D,Poor
13086,Female,20,12,60.7,3.8,5.2,80.3,43.7,62.5,No,Bachelor,Yes,8.3,A,Poor
13087,Other,19,10,72.2,6.4,12.4,47.6,60.3,65.1,Yes,Bachelor,Yes,5.2,A,Poor
13088,Female,19,10,55.6,6.2,10.8,79.3,74.8,42.0,No,Master,Yes,9.5,A,Poor
13089,Other,16,11,82.5,4.4,11.5,56.0,49.3,64.2,Yes,Master,No,4.8,C,Poor
13090,Other,18,12,90.8,6.3,3.0,94.7,47.4,48.4,No,Secondary,No,7.6,B,Poor
13091,Other,18,9,83.2,7.5,6.3,89.7,61.6,95.7,Yes,Secondary,Yes,5.2,D,Poor
13092,Male,17,9,97.0,11.0,14.0,76.1,77.8,52.4,Yes,High School,No,6.1,A,Poor
13093,Other,22,10,58.1,9.0,1.2,41.5,92.2,81.8,No,Secondary,No,7.9,C,Poor
13094,Male,19,10,84.4,2.2,7.2,60.1,69.7,47.5,No,High School,No,5.6,B,Poor
13095,Other,18,12,85.2,7.4,8.2,81.2,99.9,92.9,Yes,High School,Yes,6.7,B,Poor
13096,Other,16,9,80.3,11.5,12.7,68.5,58.4,75.1,Yes,Master,Yes,9.6,B,Poor
13097,Male,20,10,56.3,1.3,1.9,91.4,79.8,49.9,No,Master,Yes,8.8,A,Poor
13098,Male,16,10,73.5,7.1,10.5,44.9,88.1,99.7,Yes,High School,Yes,7.9,C,Poor
13099,Other,22,12,84.5,4.6,0.6,73.3,49.8,62.6,No,High School,No,6.1,D,Poor
13100,Female,15,11,78.3,4.0,5.9,55.1,42.8,63.2,Yes,Secondary,No,9.9,D,Poor
13101,Female,16,12,57.0,7.3,9.8,96.5,89.1,94.1,Yes,Master,Yes,6.4,C,Poor
13102,Male,17,9,55.5,3.0,5.9,54.2,71.6,52.4,Yes,Secondary,No,5.3,D,Poor
13103,Other,19,9,59.0,4.2,1.4,44.8,44.2,87.8,No,Master,No,8.7,D,Poor
13104,Other,22,11,81.1,11.8,11.4,64.4,44.2,48.7,No,Master,Yes,5.2,D,Poor
13105,Male,16,11,63.8,12.0,10.5,89.2,48.6,42.4,Yes,High School,No,5.8,C,Poor
13106,Male,16,10,86.6,3.4,2.1,78.1,67.7,41.4,No,High School,No,9.0,D,Poor
13107,Other,15,10,55.9,3.7,1.4,62.9,62.8,44.9,No,Bachelor,Yes,5.2,A,Poor
13108,Other,19,11,73.4,3.1,6.4,54.4,89.8,93.7,No,Secondary,Yes,8.5,C,Poor
13109,Other,21,12,98.5,6.6,12.3,56.2,89.7,78.8,Yes,High School,Yes,6.5,A,Poor
13110,Other,20,11,77.4,3.6,3.0,63.5,90.9,63.3,Yes,Bachelor,Yes,5.0,B,Poor
13111,Male,16,9,90.3,6.9,4.2,79.3,49.9,91.3,Yes,Secondary,Yes,4.9,D,Poor
13112,Other,19,10,72.4,12.0,5.9,68.8,91.5,61.6,No,Master,Yes,8.8,C,Poor
13113,Other,19,10,91.7,6.5,12.9,53.3,69.2,78.7,Yes,Secondary,Yes,8.6,A,Poor
13114,Male,18,9,67.1,8.5,13.7,82.2,57.6,81.6,No,High School,No,6.3,C,Poor
13115,Other,20,11,100.0,5.9,7.7,71.6,45.6,72.5,Yes,Bachelor,Yes,4.1,D,Poor
13116,Other,17,11,63.8,5.0,10.8,49.7,85.9,69.7,Yes,High School,No,4.4,A,Poor
13117,Male,18,10,72.8,1.9,9.1,70.2,63.2,56.7,Yes,Secondary,No,6.3,B,Poor
13118,Male,17,11,62.0,9.2,15.0,74.9,53.6,51.3,No,High School,No,4.5,A,Poor
13119,Other,22,11,87.3,4.1,10.7,97.5,54.7,97.7,Yes,Bachelor,Yes,6.3,B,Poor
13120,Female,20,9,60.2,4.5,8.2,43.2,82.0,47.4,Yes,High School,No,5.5,C,Poor
13121,Female,15,11,64.0,2.2,12.4,82.6,52.2,92.7,Yes,Secondary,Yes,7.9,B,Poor
13122,Female,15,9,63.1,4.3,1.7,80.8,90.4,84.1,No,Bachelor,No,8.2,D,Poor
13123,Male,16,12,73.7,2.2,0.1,97.9,97.5,47.1,No,Secondary,Yes,7.9,B,Poor
13124,Other,16,10,97.3,4.1,9.2,51.8,72.1,56.9,No,Master,Yes,9.4,B,Poor
13125,Other,18,12,74.0,3.7,6.0,62.3,60.6,67.5,Yes,High School,Yes,9.5,D,Poor
13126,Other,21,9,78.1,2.6,8.9,59.5,71.2,91.3,No,Bachelor,No,6.2,D,Poor
13127,Other,21,10,82.3,10.7,13.9,58.0,63.8,48.4,Yes,Bachelor,Yes,9.4,D,Poor
13128,Male,17,12,61.3,2.3,1.3,45.4,54.1,87.0,No,Bachelor,No,6.9,A,Poor
13129,Female,18,9,64.9,5.7,13.1,75.3,47.8,50.5,No,Master,No,6.4,B,Poor
13130,Other,22,11,77.9,4.7,11.6,92.8,94.9,84.3,Yes,High School,Yes,9.8,C,Poor
13131,Male,20,9,60.0,9.6,3.4,87.1,99.4,60.6,Yes,Secondary,No,6.2,C,Poor
13132,Male,16,12,82.6,2.0,14.5,52.5,51.6,89.8,No,Master,No,8.1,D,Poor
13133,Female,20,11,64.8,12.0,9.4,66.0,99.0,80.4,Yes,Secondary,Yes,6.2,B,Poor
13134,Other,21,10,91.5,1.8,1.5,59.6,91.7,46.6,Yes,High School,No,9.8,A,Poor
13135,Other,21,9,62.4,1.4,13.4,55.6,73.5,82.0,No,High School,Yes,4.8,A,Poor
13136,Female,15,9,77.0,4.3,0.3,47.3,48.9,49.4,No,High School,No,5.3,C,Poor
13137,Female,15,10,65.0,9.7,5.8,41.9,53.5,70.3,Yes,Secondary,No,5.2,B,Poor
13138,Female,21,11,78.3,5.1,7.4,60.8,67.9,94.3,No,Bachelor,No,9.5,D,Poor
13139,Other,21,9,57.4,3.4,10.7,81.3,89.0,69.5,Yes,Bachelor,No,6.6,A,Poor
13140,Other,19,12,73.1,4.7,1.7,77.3,75.0,50.1,No,Bachelor,Yes,8.9,C,Poor
13141,Other,15,9,72.5,5.0,5.6,64.0,71.6,58.0,Yes,Bachelor,Yes,6.3,C,Poor
13142,Other,19,11,90.5,8.1,2.3,80.9,55.4,73.4,No,Bachelor,Yes,8.7,C,Poor
13143,Other,18,11,93.3,9.9,10.5,91.8,99.8,40.6,Yes,High School,Yes,6.3,B,Poor
13144,Other,17,11,85.5,5.6,4.6,70.3,61.6,79.2,Yes,Bachelor,No,8.5,B,Poor
13145,Female,19,11,81.6,2.6,1.1,81.9,87.1,93.9,No,Bachelor,No,4.1,D,Poor
13146,Male,18,11,61.3,9.3,4.7,46.2,40.4,55.7,No,Master,Yes,5.8,C,Poor
13147,Female,20,9,97.9,3.6,8.2,77.3,99.3,49.4,No,Bachelor,No,8.9,A,Poor
13148,Other,16,10,86.3,11.9,14.2,88.5,85.3,84.2,Yes,High School,No,7.4,D,Poor
13149,Female,21,10,73.6,7.0,11.8,77.8,89.2,82.6,No,Bachelor,No,4.7,A,Poor
13150,Female,18,12,92.2,3.8,2.5,53.5,84.3,49.9,No,High School,Yes,6.1,C,Poor
13151,Male,20,11,67.1,11.5,12.7,40.7,91.9,46.5,No,Secondary,Yes,8.6,C,Poor
13152,Other,17,11,67.7,2.0,11.4,63.4,82.0,97.0,Yes,High School,No,5.3,B,Poor
13153,Female,19,10,80.8,8.0,2.4,44.3,42.2,41.7,No,Master,No,10.0,D,Poor
13154,Other,19,11,97.9,10.0,3.2,59.9,64.4,44.5,Yes,High School,No,10.0,C,Poor
13155,Male,17,11,94.5,3.0,7.4,60.3,86.5,78.7,No,Secondary,Yes,4.2,C,Poor
13156,Female,21,10,80.9,9.6,11.0,51.4,93.3,65.4,No,Secondary,Yes,5.7,C,Poor
13157,Male,21,10,80.0,4.7,1.1,84.4,71.1,75.3,Yes,Master,No,5.6,D,Poor
13158,Other,20,12,86.3,10.4,1.8,54.1,97.8,41.4,Yes,Master,Yes,5.7,B,Poor
13159,Other,20,9,79.9,3.0,14.9,98.0,95.4,68.5,Yes,Bachelor,No,5.1,B,Poor
13160,Female,22,11,79.5,6.5,1.6,62.6,42.0,88.9,Yes,Master,Yes,8.4,D,Poor
13161,Male,22,9,67.3,8.7,7.4,94.1,63.0,51.1,No,Secondary,Yes,5.3,A,Poor
13162,Female,16,9,88.3,2.8,0.3,88.0,83.6,45.0,No,Secondary,Yes,6.2,B,Poor
13163,Male,21,12,97.0,6.0,8.1,80.9,61.1,77.8,No,High School,No,5.7,A,Poor
13164,Male,21,12,58.6,11.2,10.6,70.7,90.3,56.9,Yes,Secondary,No,7.5,A,Poor
13165,Male,20,12,69.0,5.9,6.4,40.5,54.5,59.4,No,Master,Yes,7.7,D,Poor
13166,Male,15,10,61.6,5.5,12.6,93.5,58.4,42.1,Yes,High School,Yes,8.2,C,Poor
13167,Male,16,9,92.2,10.7,1.7,70.1,94.8,50.7,Yes,Secondary,No,5.6,B,Poor
13168,Other,22,11,91.4,5.8,4.7,88.9,40.6,58.1,No,High School,No,9.0,D,Poor
13169,Other,22,9,61.6,3.9,3.6,67.3,76.1,40.8,No,High School,No,5.9,B,Poor
13170,Other,18,12,60.7,7.2,11.8,64.4,55.9,97.7,No,Secondary,No,5.8,D,Poor
13171,Female,22,12,66.2,3.5,11.5,68.0,70.1,96.9,No,Secondary,No,5.7,D,Poor
13172,Other,21,10,87.6,10.4,4.1,65.3,97.5,46.4,Yes,Secondary,Yes,9.2,A,Poor
13173,Other,22,12,72.8,3.8,12.7,74.8,49.6,86.2,No,Bachelor,No,5.8,A,Poor
13174,Female,15,11,66.9,5.4,9.4,83.4,82.7,96.7,Yes,Master,Yes,7.8,A,Poor
13175,Female,15,12,72.8,6.8,1.6,40.2,69.8,77.4,No,Secondary,Yes,6.4,A,Poor
13176,Other,15,9,66.3,10.8,3.7,71.4,69.2,43.9,No,Bachelor,Yes,7.6,B,Poor
13177,Male,15,11,67.6,9.4,11.1,70.5,69.0,66.9,No,High School,No,9.2,C,Poor
13178,Male,18,11,62.4,7.1,2.0,41.8,81.5,68.9,Yes,Master,No,4.2,C,Poor
13179,Male,18,10,80.9,1.5,11.1,57.3,61.7,96.6,No,Bachelor,Yes,6.1,C,Poor
13180,Male,15,12,82.9,3.9,2.1,44.1,85.5,92.9,Yes,Secondary,Yes,6.1,D,Poor
13181,Other,17,9,91.6,1.1,12.3,42.0,56.2,53.3,No,Secondary,No,8.1,A,Poor
13182,Female,22,11,85.7,9.2,8.9,91.5,63.5,77.6,Yes,Master,Yes,7.6,A,Poor
13183,Other,19,12,91.0,11.5,2.6,62.1,73.8,64.8,No,High School,No,5.9,D,Poor
13184,Other,22,11,63.2,2.5,6.3,62.6,71.6,68.2,Yes,Secondary,No,5.1,B,Poor
13185,Other,17,11,59.5,9.0,4.5,80.2,64.5,67.4,No,High School,No,9.5,A,Poor
13186,Other,18,12,76.3,5.9,10.1,62.7,61.4,52.0,Yes,High School,No,4.7,A,Poor
13187,Other,21,10,82.2,6.5,5.0,41.4,45.7,85.5,Yes,Bachelor,Yes,5.2,D,Poor
13188,Male,19,10,64.6,7.6,11.1,98.5,89.8,82.9,No,High School,Yes,9.5,C,Poor
13189,Female,15,12,66.7,8.2,10.0,79.9,61.0,61.5,No,High School,No,9.5,C,Poor
13190,Other,19,10,69.1,4.2,2.1,50.0,84.9,75.3,Yes,Secondary,No,8.1,A,Poor
13191,Male,21,10,81.5,9.6,3.3,45.0,62.1,48.6,Yes,Secondary,Yes,6.4,B,Poor
13192,Female,20,11,84.3,8.3,13.1,91.7,99.0,90.7,No,Secondary,Yes,6.3,A,Poor
13193,Other,19,11,55.7,7.6,12.2,64.4,48.3,42.9,Yes,High School,Yes,5.0,C,Poor
13194,Male,15,12,88.0,3.6,13.5,42.9,81.9,92.3,Yes,Bachelor,Yes,5.5,A,Poor
13195,Female,21,9,95.9,6.6,5.0,92.6,90.5,45.2,Yes,Master,No,4.6,C,Poor
13196,Female,20,9,70.2,5.3,9.8,93.9,79.6,49.6,Yes,Secondary,Yes,9.1,D,Poor
13197,Female,21,10,95.6,7.1,8.6,72.8,47.1,50.0,Yes,High School,Yes,6.6,C,Poor
13198,Other,22,10,64.7,3.0,11.9,51.6,42.1,60.8,No,High School,No,6.3,D,Poor
13199,Other,16,10,89.4,10.8,12.8,79.3,54.1,51.0,Yes,Secondary,No,5.7,A,Poor
13200,Other,18,12,70.8,9.0,0.8,51.5,87.0,83.5,No,High School,Yes,9.3,A,Poor
13201,Other,22,11,77.3,3.7,9.6,64.8,42.0,70.0,No,Secondary,Yes,9.4,A,Poor
13202,Female,22,9,99.4,2.5,14.5,56.6,57.1,89.7,Yes,High School,No,8.0,D,Poor
13203,Male,15,12,89.3,6.5,12.9,87.7,67.9,57.5,Yes,Secondary,No,9.8,B,Poor
13204,Other,16,10,81.1,5.6,6.2,52.5,87.0,88.1,Yes,Bachelor,No,9.1,C,Poor
13205,Male,16,11,99.5,10.6,5.2,68.2,54.6,99.4,No,High School,No,8.4,A,Poor
13206,Other,16,11,83.6,4.1,7.6,98.7,74.0,84.6,Yes,High School,Yes,9.0,C,Poor
13207,Male,21,9,70.1,9.6,7.1,61.7,52.5,98.1,No,High School,Yes,5.5,A,Poor
13208,Other,21,9,70.7,5.5,7.6,58.2,75.7,60.1,Yes,Master,No,7.7,B,Poor
13209,Female,15,12,88.4,11.4,13.3,44.3,71.3,99.0,Yes,Secondary,Yes,4.1,A,Poor
13210,Other,21,12,88.1,11.8,9.0,77.2,84.8,81.9,Yes,Secondary,Yes,4.4,D,Poor
13211,Other,18,10,71.2,5.6,10.7,58.8,72.6,67.7,Yes,Master,No,6.4,D,Poor
13212,Female,22,9,90.0,2.8,11.1,90.1,76.1,83.7,Yes,Secondary,Yes,9.3,A,Poor
13213,Other,21,11,76.0,10.2,7.6,89.0,96.1,57.0,Yes,Secondary,Yes,9.0,A,Poor
13214,Other,18,11,73.7,6.3,10.4,88.1,57.4,97.7,No,Master,Yes,4.8,A,Poor
13215,Other,19,10,81.6,6.9,13.8,58.1,50.3,62.4,No,Bachelor,Yes,4.3,A,Poor
13216,Male,16,9,69.9,8.8,4.8,77.2,87.9,71.2,Yes,Bachelor,Yes,8.7,C,Poor
13217,Other,16,12,61.7,10.4,7.5,86.1,48.9,97.4,No,Secondary,Yes,7.1,A,Poor
13218,Male,20,11,65.7,11.0,7.3,69.8,40.5,97.6,Yes,High School,No,4.0,C,Poor
13219,Female,19,9,58.1,1.8,1.9,41.4,77.6,45.6,No,Bachelor,No,6.0,B,Poor
13220,Male,20,11,62.0,9.3,5.7,41.1,93.4,75.0,No,Bachelor,No,8.9,B,Poor
13221,Other,20,9,67.4,7.5,7.7,66.2,62.8,75.3,No,Secondary,No,7.7,D,Poor
13222,Other,18,10,55.4,1.8,9.8,92.2,91.6,92.8,No,Secondary,Yes,8.5,B,Poor
13223,Male,16,9,96.2,4.9,6.6,53.2,53.8,46.2,Yes,Master,Yes,9.7,A,Poor
13224,Female,17,11,86.1,4.4,4.8,42.6,97.6,48.5,No,High School,No,9.8,A,Poor
13225,Female,18,10,97.0,3.4,14.6,76.7,76.6,65.2,Yes,Secondary,Yes,5.7,C,Poor
13226,Male,22,11,98.8,10.7,2.4,74.9,71.4,80.4,No,Secondary,Yes,8.5,C,Poor
13227,Male,19,10,68.9,6.6,12.4,93.8,80.9,60.2,No,High School,No,5.5,A,Poor
13228,Female,20,10,63.1,6.1,7.2,46.0,51.4,94.9,Yes,Bachelor,Yes,8.1,D,Poor
13229,Male,16,12,71.6,3.0,3.5,56.9,48.8,97.7,No,High School,Yes,7.6,B,Poor
13230,Female,18,9,68.5,8.7,10.3,43.5,99.2,43.3,Yes,Bachelor,Yes,6.4,C,Poor
13231,Other,21,11,58.2,9.4,15.0,49.4,48.1,64.1,No,Secondary,Yes,4.5,C,Poor
13232,Male,17,11,62.5,8.4,10.5,67.8,95.8,44.9,No,High School,No,6.4,B,Poor
13233,Female,19,11,61.2,6.6,11.8,60.0,88.3,64.8,Yes,Bachelor,Yes,9.4,D,Poor
13234,Male,18,10,90.7,7.6,1.8,78.3,50.1,49.4,Yes,Bachelor,No,9.0,C,Poor
13235,Female,20,10,75.4,1.9,12.4,40.4,73.1,74.6,Yes,Secondary,No,8.0,C,Poor
13236,Other,15,10,73.9,2.8,6.4,97.3,66.3,53.1,No,Bachelor,No,9.4,C,Poor
13237,Other,18,11,94.0,10.5,2.3,93.1,91.8,67.5,Yes,Bachelor,No,9.2,C,Poor
13238,Female,15,9,98.1,7.6,14.6,89.0,68.2,63.3,No,Bachelor,Yes,6.2,D,Poor
13239,Other,15,12,72.1,6.3,7.2,93.7,56.1,43.1,Yes,Master,No,8.0,D,Poor
13240,Male,16,9,79.8,9.3,2.9,88.6,44.2,85.8,Yes,Master,Yes,8.4,B,Poor
13241,Female,21,11,78.2,4.8,2.5,96.6,54.5,95.2,Yes,Bachelor,No,9.6,D,Poor
13242,Other,15,10,91.9,10.5,3.9,80.4,78.1,89.5,Yes,High School,Yes,9.0,B,Poor
13243,Female,18,9,59.1,10.6,2.7,79.9,77.4,45.7,Yes,Bachelor,No,6.7,C,Poor
13244,Female,22,10,59.0,11.3,12.9,57.7,89.1,77.8,Yes,Bachelor,No,6.0,D,Poor
13245,Other,18,10,59.4,1.5,8.0,43.0,65.6,61.2,No,Secondary,No,9.6,A,Poor
13246,Female,17,10,91.4,10.6,4.2,98.0,78.2,69.2,Yes,Master,No,9.3,A,Poor
13247,Other,19,10,69.2,10.5,6.4,56.0,50.9,85.1,Yes,Bachelor,No,5.7,A,Poor
13248,Male,15,10,92.0,8.3,13.3,86.4,62.3,42.2,Yes,Bachelor,Yes,7.1,C,Poor
13249,Other,15,11,77.7,8.2,5.4,45.3,49.4,79.3,No,High School,Yes,9.6,A,Poor
13250,Other,20,10,55.6,4.3,5.0,81.1,80.5,76.8,Yes,Bachelor,Yes,5.7,C,Poor
13251,Male,17,12,76.6,3.6,7.3,66.3,61.9,44.9,No,High School,Yes,4.6,D,Poor
13252,Female,16,11,71.5,1.1,14.9,44.2,48.5,77.6,Yes,High School,No,5.9,C,Poor
