id,student_id,module_id,attendance_percentage,internal_marks,assignment_marks,quiz_marks,midterm_marks,final_exam_marks,total_marks,grade,result
1158,235,5,52.54,23.86,20.48,8.4,21.87,50.1,58.64,B,Pass
1159,235,4,37.56,16.45,11.76,6.6,17.45,33.52,40.6,C,Pass
1160,236,90,98.3,35.48,25.0,14.81,34.86,74.04,87.12,A+,Pass
1161,236,84,98.16,24.9,11.76,13.12,39.72,43.88,64.05,B+,Pass
1162,236,82,98.55,29.35,20.82,20.0,44.9,59.43,83.18,A+,Pass
1163,236,95,91.31,38.44,24.56,17.27,42.28,53.56,83.82,A+,Pass
1164,236,93,92.86,28.69,21.3,17.13,36.4,61.11,78.14,A,Pass
1165,236,83,100.0,27.02,22.55,14.91,26.79,59.68,71.23,A,Pass
1166,237,70,42.8,40.0,17.95,18.1,39.09,63.61,85.46,A+,Pass
1167,237,65,41.32,23.72,7.5,6.55,25.44,30.54,45.11,C,Pass
1168,237,67,46.78,12.52,9.02,14.38,31.36,56.4,59.06,B,Pass
1169,237,69,55.35,24.5,15.76,14.14,22.75,52.12,61.32,B+,Pass
1170,238,20,70.51,26.44,17.18,18.54,29.42,44.36,64.77,B+,Pass
1171,238,21,65.89,28.76,21.48,15.56,35.65,51.66,72.69,A,Pass
1172,238,17,58.55,28.89,13.95,6.89,39.14,46.17,64.59,B+,Pass
1173,238,19,58.35,29.2,15.15,11.66,35.06,50.21,67.46,B+,Pass
1174,239,49,58.17,38.43,21.8,14.12,37.99,44.49,74.75,A,Pass
1175,239,50,62.15,24.38,18.69,13.15,26.12,39.89,57.92,B,Pass
1176,239,53,68.26,20.4,15.51,19.8,22.14,42.91,57.4,B,Pass
1177,239,52,61.42,29.49,20.84,20.0,40.72,49.71,76.64,A,Pass
1178,240,49,82.72,25.03,18.13,13.64,19.77,48.39,59.05,B,Pass
1179,240,57,68.79,23.3,20.93,12.41,26.29,54.03,64.58,B+,Pass
1180,240,54,76.23,26.09,15.27,10.69,29.76,41.42,58.71,B,Pass
1181,240,60,71.07,25.16,14.91,13.68,26.28,58.38,65.77,B+,Pass
1182,240,51,83.45,23.71,13.88,11.12,17.33,37.07,48.93,C,Pass
1183,240,59,79.23,34.11,14.51,15.4,37.61,52.98,74.09,A,Pass
1184,241,84,38.67,21.49,7.41,12.12,22.43,44.52,51.76,B,Pass
1185,241,88,45.06,20.96,11.32,7.58,35.47,44.24,57.18,B,Pass
1186,241,89,41.2,23.25,14.09,10.48,27.1,38.14,53.85,B,Pass
1187,241,86,42.97,21.45,15.6,11.54,22.39,44.55,54.72,B,Pass
1188,242,7,62.59,31.27,19.02,14.1,39.74,50.39,73.68,A,Pass
1189,242,5,60.26,21.89,17.97,8.18,27.53,49.5,59.09,B,Pass
1190,242,14,62.25,23.81,12.77,11.54,29.03,35.65,53.94,B,Pass
1191,242,9,52.01,34.64,18.51,16.44,36.6,49.48,74.34,A,Pass
1192,243,37,82.68,35.99,16.57,19.55,36.27,51.28,76.47,A,Pass
1193,243,33,67.49,27.93,15.17,17.34,44.83,55.36,76.95,A,Pass
1194,243,36,82.08,31.08,22.71,20.0,44.49,50.88,80.61,A+,Pass
1195,243,35,73.93,31.37,25.0,13.03,37.17,65.83,81.5,A+,Pass
1196,244,68,82.57,20.06,13.76,14.61,23.52,35.24,51.04,B,Pass
1197,244,67,78.86,20.87,15.33,8.33,33.06,45.22,58.37,B,Pass
1198,244,65,85.05,23.95,20.31,12.18,20.17,45.5,57.51,B,Pass
1199,244,70,88.16,40.0,16.85,12.69,38.46,66.43,83.31,A+,Pass
1200,245,20,81.75,40.0,22.92,20.0,42.56,64.23,90.42,O,Pass
1201,245,21,84.95,38.2,18.62,20.0,50.0,66.01,92.35,O,Pass
1202,245,17,84.53,32.17,25.0,20.0,45.43,75.0,93.8,O,Pass
1203,245,19,84.68,38.88,24.13,18.37,46.9,66.42,92.73,O,Pass
1204,246,102,37.48,8.04,6.61,5.46,22.13,29.07,34.03,F,Fail
1205,246,98,37.89,25.95,15.63,12.62,25.33,42.05,57.82,B,Pass
1206,246,100,43.48,21.29,6.66,3.46,17.11,22.48,34.09,F,Fail
1207,246,108,43.8,21.52,12.13,5.36,19.76,38.02,45.91,C,Pass
1208,246,104,41.43,19.07,16.42,16.51,33.79,56.62,67.68,B+,Pass
1209,247,7,76.79,31.15,12.3,14.45,32.69,60.48,72.28,A,Pass
1210,247,10,72.17,38.89,20.77,17.16,45.66,57.26,85.88,A+,Pass
1211,247,4,70.87,30.55,10.46,12.92,21.94,49.78,60.12,B+,Pass
1212,247,2,76.71,35.0,25.0,15.07,50.0,57.73,86.97,A+,Pass
1213,248,77,65.25,26.61,16.25,14.21,36.15,49.03,67.87,B+,Pass
1214,248,71,67.24,21.23,14.69,8.1,35.24,39.48,56.58,B,Pass
1215,248,74,68.35,24.37,11.26,16.74,29.31,53.08,64.49,B+,Pass
1216,248,66,66.18,21.18,10.96,11.55,29.75,58.31,62.83,B+,Pass
1217,249,18,61.36,23.08,13.71,15.44,31.07,60.7,68.6,B+,Pass
1218,249,25,61.34,15.41,11.34,13.0,31.42,51.99,58.72,B,Pass
1219,249,20,65.39,25.33,12.97,6.63,27.23,35.01,51.13,B,Pass
1220,249,23,64.77,20.48,18.62,8.51,37.56,44.58,61.53,B+,Pass
1221,249,28,66.46,25.26,13.84,13.82,23.59,29.59,50.68,B,Pass
1222,249,17,52.65,28.49,15.87,12.14,25.9,42.96,59.66,B,Pass
1223,250,28,65.14,21.11,19.6,12.79,38.87,57.25,70.95,A,Pass
1224,250,22,63.66,25.93,14.15,15.05,42.12,61.19,75.76,A,Pass
1225,250,19,61.51,31.17,17.59,15.63,37.7,50.71,72.95,A,Pass
1226,250,17,52.45,38.44,23.0,20.0,31.07,54.71,79.49,A,Pass
1227,250,20,59.73,27.32,19.03,18.1,36.18,43.23,68.59,B+,Pass
1228,250,18,53.65,28.57,18.7,14.79,41.89,75.0,85.11,A+,Pass
1229,251,21,53.62,22.65,21.75,11.95,32.92,52.84,67.12,B+,Pass
1230,251,17,67.01,20.19,13.11,10.08,24.74,37.33,50.17,B,Pass
1231,251,22,66.99,18.92,14.15,13.87,39.19,50.86,65.39,B+,Pass
1232,251,19,57.44,27.49,16.95,11.29,27.5,57.37,66.69,B+,Pass
1233,252,22,59.64,21.24,9.77,10.52,22.75,19.59,40.3,C,Pass
1234,252,17,51.29,15.44,14.19,7.42,27.61,30.04,44.93,C,Pass
1235,252,24,47.55,15.71,19.33,9.76,39.73,50.5,63.9,B+,Pass
1236,252,30,59.16,25.2,15.78,16.0,31.12,40.93,61.57,B+,Pass
1237,252,28,43.36,29.45,19.07,15.46,35.71,44.54,68.72,B+,Pass
1238,252,23,47.78,29.23,12.38,11.88,28.97,32.7,55.25,B,Pass
1239,253,82,72.07,28.83,19.96,14.84,28.25,52.82,68.58,B+,Pass
1240,253,83,59.58,25.27,13.27,16.62,38.31,64.27,75.4,A,Pass
1241,253,84,60.06,26.86,13.61,9.29,27.1,43.39,57.32,B,Pass
1242,253,86,56.64,30.7,17.55,12.0,42.44,49.81,72.83,A,Pass
1243,253,81,64.31,32.49,16.68,12.72,36.7,32.76,62.92,B+,Pass
1244,254,55,94.64,32.96,21.43,18.81,43.25,53.49,81.05,A+,Pass
1245,254,63,92.46,35.03,21.5,18.6,43.37,47.19,79.12,A,Pass
1246,254,51,93.2,36.5,21.45,16.61,37.5,57.48,80.71,A+,Pass
1247,254,58,89.22,37.0,19.28,19.85,37.34,61.02,83.28,A+,Pass
1248,254,49,86.81,37.91,20.1,15.42,43.37,35.97,73.17,A,Pass
1249,255,90,71.65,24.08,16.7,11.51,35.72,38.83,60.46,B+,Pass
1250,255,87,70.3,18.21,14.03,9.69,21.25,32.92,45.55,C,Pass
1251,255,84,78.06,24.11,16.52,11.35,32.31,61.8,69.33,B+,Pass
1252,255,82,71.33,31.37,22.16,16.98,43.88,58.78,82.41,A+,Pass
1253,256,21,58.37,30.96,17.86,18.27,38.12,48.31,73.37,A,Pass
1254,256,18,67.63,25.54,18.12,13.85,38.04,53.38,70.88,A,Pass
1255,256,20,59.11,30.94,19.12,20.0,40.0,62.76,82.4,A+,Pass
1256,256,17,63.95,34.84,19.37,14.12,32.36,69.53,80.85,A+,Pass
1257,256,22,61.53,30.85,16.9,17.31,35.71,55.4,74.55,A,Pass
1258,256,19,58.01,31.22,20.48,9.86,36.68,45.17,68.15,B+,Pass
1259,257,100,76.15,40.0,22.97,19.95,42.94,66.15,91.5,O,Pass
1260,257,97,71.27,31.21,23.02,18.17,48.25,60.28,86.16,A+,Pass
1261,257,101,73.55,33.04,12.32,14.82,39.86,55.87,74.86,A,Pass
1262,257,98,67.48,31.69,16.14,17.77,38.87,67.49,82.12,A+,Pass
1263,257,106,71.79,30.21,20.43,15.78,28.69,46.64,67.27,B+,Pass
1264,257,104,73.72,31.14,16.53,14.78,35.3,46.54,68.94,B+,Pass
1265,258,23,43.2,25.59,13.24,8.73,37.73,38.27,59.17,B,Pass
1266,258,22,46.44,19.18,13.58,7.02,27.78,25.79,44.46,C,Pass
1267,258,21,54.69,10.32,3.62,3.63,28.53,18.72,31.42,F,Fail
1268,258,25,38.27,15.21,8.8,6.37,30.2,24.37,40.79,C,Pass
1269,258,20,47.25,14.78,13.07,7.84,25.52,35.77,45.99,C,Pass
1270,259,3,34.22,22.41,15.83,7.35,19.91,32.33,46.25,C,Pass
1271,259,1,37.25,19.05,7.01,2.58,18.7,21.62,33.06,F,Fail
1272,259,4,32.37,12.54,12.56,8.36,17.48,34.21,40.18,C,Pass
1273,259,5,34.79,19.83,11.75,7.17,20.35,30.93,42.81,C,Pass
1274,260,6,39.88,14.61,11.35,12.03,22.61,34.21,45.13,C,Pass
1275,260,8,49.15,15.3,8.07,13.66,26.96,33.31,46.73,C,Pass
1276,260,4,44.41,14.02,11.01,9.39,31.06,38.12,49.43,C,Pass
1277,260,10,45.73,21.28,14.37,13.89,25.71,45.03,57.21,B,Pass
1278,260,9,47.07,25.04,13.55,10.11,26.69,26.24,48.59,C,Pass
1279,260,1,41.86,19.77,12.73,11.4,35.89,48.92,61.46,B+,Pass
1280,261,51,69.97,29.65,12.32,2.5,25.78,32.35,48.99,C,Pass
1281,261,53,76.38,28.12,17.27,12.66,26.89,50.46,64.29,B+,Pass
1282,261,49,85.69,29.63,18.69,16.66,44.7,51.8,77.15,A,Pass
1283,261,52,72.51,30.99,21.42,10.81,33.57,60.45,74.46,A,Pass
1284,262,12,83.64,34.55,18.11,15.7,38.87,62.91,81.17,A+,Pass
1285,262,13,82.79,27.81,18.48,18.89,41.22,43.97,71.87,A,Pass
1286,262,9,82.03,28.82,25.0,14.0,35.9,68.78,81.46,A+,Pass
1287,262,5,81.32,37.31,20.68,16.53,37.42,43.96,74.42,A,Pass
1288,262,11,78.02,29.24,17.64,16.86,27.77,62.97,73.38,A,Pass
1289,263,103,89.57,38.13,21.65,16.99,29.51,52.8,75.61,A,Pass
1290,263,102,77.17,30.02,23.51,13.96,36.5,61.7,78.44,A,Pass
1291,263,101,76.57,25.33,17.8,12.94,33.04,46.93,64.67,B+,Pass
1292,263,106,83.82,27.9,20.1,11.14,32.39,51.57,67.82,B+,Pass
1293,263,110,84.54,30.17,22.15,16.96,38.2,50.6,75.14,A,Pass
1294,264,85,54.93,23.34,12.55,8.74,31.33,53.39,61.64,B+,Pass
1295,264,82,54.42,26.75,20.29,14.26,42.58,48.66,72.62,A,Pass
1296,264,81,62.74,17.51,11.28,10.32,29.52,50.76,56.87,B,Pass
1297,264,83,66.27,21.37,15.99,16.03,38.06,29.57,57.92,B,Pass
1298,264,86,58.07,38.97,22.65,20.0,50.0,75.0,98.55,O,Pass
1299,264,89,64.24,27.42,18.93,18.42,39.99,57.54,77.34,A,Pass
1300,265,63,94.39,40.0,25.0,17.98,50.0,75.0,98.99,O,Pass
1301,265,54,92.07,38.57,25.0,18.82,46.89,55.9,88.23,A+,Pass
1302,265,51,98.29,33.71,24.59,19.79,43.39,65.59,88.89,A+,Pass
1303,265,58,95.75,35.47,21.53,20.0,35.28,66.43,84.99,A+,Pass
1304,266,105,60.95,24.09,19.76,15.46,30.86,43.93,63.6,B+,Pass
1305,266,97,75.01,24.77,23.97,7.91,30.04,53.14,65.74,B+,Pass
1306,266,102,67.16,25.09,13.22,13.05,38.97,62.31,72.92,A,Pass
1307,266,107,63.51,25.65,16.12,15.75,28.81,45.31,62.7,B+,Pass
1308,266,98,60.84,22.12,20.29,12.63,36.22,52.52,68.11,B+,Pass
1309,267,5,68.07,24.52,13.06,8.57,35.25,51.24,63.31,B+,Pass
1310,267,6,78.29,33.37,21.48,8.76,35.35,61.47,76.02,A,Pass
1311,267,2,72.34,26.95,16.82,13.33,33.71,47.49,65.88,B+,Pass
1312,267,7,74.41,25.19,10.62,15.93,32.44,35.27,57.49,B,Pass
1313,267,11,69.06,23.6,16.99,9.8,37.47,55.09,67.94,B+,Pass
1314,268,81,87.9,23.91,20.27,12.82,31.71,69.14,74.59,A,Pass
1315,268,96,72.39,30.97,15.44,17.21,22.05,62.77,70.58,A,Pass
1316,268,91,80.44,25.52,16.26,14.04,42.94,52.1,72.06,A,Pass
1317,268,89,82.62,28.05,21.58,8.73,25.19,24.0,50.82,B,Pass
1318,269,47,81.05,30.95,15.7,13.73,35.08,44.77,67.05,B+,Pass
1319,269,43,74.45,32.82,19.75,18.8,41.96,63.93,84.52,A+,Pass
1320,269,36,77.33,36.52,23.63,15.35,47.99,60.75,87.73,A+,Pass
1321,269,34,86.47,34.66,25.0,20.0,40.03,65.62,87.97,A+,Pass
1322,269,41,77.86,26.64,25.0,17.7,39.46,61.54,80.62,A+,Pass
1323,270,97,37.82,15.35,16.38,14.46,37.01,39.86,58.56,B,Pass
1324,270,98,52.95,15.56,8.26,8.98,30.76,32.52,46.13,C,Pass
1325,270,99,38.59,20.15,14.25,9.31,24.75,39.71,51.33,B,Pass
1326,270,101,34.86,16.32,9.7,9.74,33.4,42.51,53.45,B,Pass
1327,270,100,58.85,16.57,7.81,11.01,5.42,25.19,31.38,F,Fail
1328,270,102,46.59,26.28,16.11,11.88,24.01,45.65,58.83,B,Pass
1329,271,49,90.37,30.56,19.62,17.04,38.9,68.81,83.21,A+,Pass
1330,271,51,97.26,31.96,22.81,16.47,38.81,51.86,76.95,A,Pass
1331,271,63,96.27,31.31,21.23,15.29,50.0,62.85,86.12,A+,Pass
1332,271,53,90.16,37.66,21.3,16.78,40.92,53.02,80.94,A+,Pass
1333,271,61,97.19,38.09,23.47,16.36,38.4,60.78,84.18,A+,Pass
1334,272,100,39.11,25.71,14.71,17.13,28.99,49.59,64.94,B+,Pass
1335,272,97,33.26,25.64,13.9,13.64,30.07,37.38,57.68,B,Pass
1336,272,101,33.44,29.19,20.48,12.0,38.57,51.86,72.27,A,Pass
1337,272,104,33.62,26.92,12.02,17.97,22.0,45.62,59.54,B,Pass
1338,272,107,41.17,28.77,15.07,19.15,19.48,31.14,54.26,B,Pass
1339,272,106,38.41,17.07,10.91,12.18,20.29,32.49,44.3,C,Pass
1340,273,19,74.05,22.51,17.74,14.15,27.17,53.96,64.19,B+,Pass
1341,273,23,74.1,28.48,15.25,11.37,38.93,41.56,64.88,B+,Pass
1342,273,30,65.87,30.74,19.99,14.41,29.31,46.84,67.08,B+,Pass
1343,273,26,67.44,18.55,20.26,8.98,32.3,52.06,62.31,B+,Pass
1344,274,2,97.02,40.0,24.46,16.94,50.0,70.98,96.38,O,Pass
1345,274,1,98.34,27.52,14.12,16.16,49.4,55.58,78.12,A,Pass
1346,274,6,95.0,40.0,22.63,20.0,43.16,62.01,89.57,A+,Pass
1347,274,7,89.01,40.0,23.97,17.73,45.91,54.24,86.72,A+,Pass
1348,274,4,95.19,34.38,19.25,20.0,37.75,72.79,87.74,A+,Pass
1349,274,5,93.2,39.1,25.0,16.48,41.9,66.59,89.82,A+,Pass
1350,275,4,85.04,25.14,23.85,12.02,38.65,53.12,72.23,A,Pass
1351,275,6,81.51,34.82,19.7,11.72,48.2,67.0,86.51,A+,Pass
1352,275,5,91.72,35.98,20.87,18.49,40.37,70.78,88.8,A+,Pass
1353,275,12,87.07,36.46,25.0,13.8,34.95,58.72,80.01,A+,Pass
1354,276,1,77.74,40.0,17.68,18.88,46.76,58.2,87.05,A+,Pass
1355,276,4,76.07,38.25,18.91,18.37,50.0,57.89,87.89,A+,Pass
1356,276,5,87.66,38.3,25.0,15.47,42.14,62.79,87.26,A+,Pass
1357,276,2,73.82,27.38,18.68,12.23,35.86,50.93,68.98,B+,Pass
1358,277,3,82.45,30.34,19.41,18.86,33.2,61.03,77.44,A,Pass
1359,277,6,80.74,30.02,20.71,10.72,39.16,48.77,70.99,A,Pass
1360,277,7,74.42,24.77,16.35,16.93,33.78,51.98,68.53,B+,Pass
1361,277,4,83.52,26.44,17.78,13.93,28.78,56.36,67.99,B+,Pass
1362,277,1,72.24,34.24,19.78,18.26,38.19,75.0,88.25,A+,Pass
1363,277,8,84.34,39.16,22.47,20.0,41.25,59.05,86.75,A+,Pass
1364,278,95,65.96,29.31,21.76,13.62,30.6,44.87,66.41,B+,Pass
1365,278,93,71.23,28.15,21.93,20.0,44.02,50.38,78.37,A,Pass
1366,278,92,71.76,32.99,23.13,18.55,45.94,62.64,87.22,A+,Pass
1367,278,91,62.04,31.95,17.7,19.45,32.02,42.05,68.42,B+,Pass
1368,278,90,66.0,17.79,10.45,14.74,24.9,54.85,58.49,B,Pass
1369,278,96,56.46,22.03,12.43,9.0,31.62,49.42,59.36,B,Pass
1370,279,53,51.47,23.52,17.12,9.59,35.66,40.73,60.24,B+,Pass
1371,279,55,55.47,27.42,21.6,15.2,37.46,44.56,69.47,B+,Pass
1372,279,50,50.34,20.79,19.93,16.37,30.74,56.28,68.19,B+,Pass
1373,279,52,56.06,28.1,16.42,8.98,22.56,57.4,63.17,B+,Pass
1374,279,60,48.8,29.34,16.2,7.37,38.35,57.75,70.96,A,Pass
1375,280,66,84.38,29.09,14.36,17.77,45.52,58.12,79.06,A,Pass
1376,280,69,71.71,34.17,20.94,18.79,45.28,60.12,85.56,A+,Pass
1377,280,71,77.24,28.77,22.39,15.09,40.41,65.07,81.46,A+,Pass
1378,280,67,80.48,32.76,17.4,15.22,39.62,69.14,83.03,A+,Pass
1379,280,68,76.91,23.36,18.66,13.84,33.98,57.53,69.91,B+,Pass
1380,280,73,82.9,24.81,21.46,8.96,35.64,55.18,69.04,B+,Pass
1381,281,57,100.0,26.72,22.43,14.06,37.18,44.69,68.81,B+,Pass
1382,281,53,100.0,31.15,18.96,15.33,32.97,46.93,69.21,B+,Pass
1383,281,51,100.0,31.43,23.23,14.94,33.29,56.43,75.46,A,Pass
1384,281,50,98.0,36.02,21.7,11.03,45.27,36.51,71.88,A,Pass
1385,281,54,96.97,35.87,22.7,19.42,44.14,63.77,88.55,A+,Pass
1386,281,58,100.0,30.43,23.62,18.63,38.72,66.54,84.39,A+,Pass
1387,282,18,63.18,26.63,15.26,13.22,31.88,52.43,66.43,B+,Pass
1388,282,22,61.11,39.25,21.68,20.0,34.8,42.99,75.76,A,Pass
1389,282,21,60.82,32.97,22.33,8.46,31.9,50.02,68.94,B+,Pass
1390,282,23,58.12,27.03,17.59,12.21,36.67,45.21,66.09,B+,Pass
1391,282,24,54.63,26.39,24.62,13.13,41.05,49.78,73.36,A,Pass
1392,282,20,58.14,29.86,18.96,11.33,36.88,41.56,66.01,B+,Pass
1393,283,86,36.33,15.07,11.42,2.73,24.19,45.43,46.76,C,Pass
1394,283,81,43.29,11.72,13.61,4.94,25.94,25.04,38.43,F,Fail
1395,283,82,43.91,19.68,10.2,10.8,23.21,34.11,46.85,C,Pass
1396,283,83,45.39,24.77,12.64,10.29,26.41,44.39,56.51,B,Pass
1397,284,85,76.54,27.43,15.91,8.73,36.18,58.01,69.6,B+,Pass
1398,284,94,81.06,27.87,17.08,9.59,35.64,41.3,62.65,B+,Pass
1399,284,89,65.25,38.26,16.97,11.72,33.46,46.78,70.34,A,Pass
1400,284,96,75.47,28.01,18.86,20.0,26.98,45.74,66.38,B+,Pass
1401,284,91,80.45,40.0,20.91,11.98,45.83,57.54,84.12,A+,Pass
1402,284,84,63.9,35.05,16.19,16.75,37.34,56.27,77.3,A,Pass
1403,285,100,74.23,23.17,17.22,12.6,29.76,39.41,58.04,B,Pass
1404,285,112,66.2,25.48,16.24,5.4,30.43,39.2,55.44,B,Pass
1405,285,109,74.79,25.65,18.7,15.27,32.4,60.86,72.54,A,Pass
1406,285,111,78.96,23.02,12.37,10.68,24.13,50.23,57.3,B,Pass
1407,285,104,78.55,17.72,15.86,10.54,28.17,36.75,51.71,B,Pass
1408,286,81,54.33,21.33,13.84,6.7,28.64,40.51,52.78,B,Pass
1409,286,86,44.79,19.4,12.78,10.5,15.81,29.51,41.74,C,Pass
1410,286,82,52.37,15.51,14.91,15.29,25.15,37.28,51.33,B,Pass
1411,286,84,48.31,21.67,15.86,9.79,36.77,43.6,60.81,B+,Pass
1412,286,83,56.08,23.11,12.59,9.97,29.51,43.6,56.68,B,Pass
1413,286,85,49.51,22.64,12.39,10.85,24.15,38.57,51.78,B,Pass
1414,287,71,41.48,21.33,15.49,3.71,38.16,50.05,61.15,B+,Pass
1415,287,67,41.33,21.17,17.75,14.13,33.13,52.5,65.82,B+,Pass
1416,287,68,44.9,25.74,19.88,14.0,23.36,41.91,59.06,B,Pass
1417,287,73,50.75,20.84,13.4,10.82,30.36,34.65,52.54,B,Pass
1418,287,74,48.59,23.85,21.16,9.72,28.53,52.11,63.83,B+,Pass
1419,287,70,42.76,20.81,14.0,17.93,32.79,50.92,65.13,B+,Pass
1420,288,38,80.31,30.12,16.72,17.12,38.31,65.42,79.99,A,Pass
1421,288,33,70.71,27.52,20.31,13.83,36.19,50.9,70.65,A,Pass
1422,288,36,79.16,29.57,24.97,19.54,48.46,59.47,86.52,A+,Pass
1423,288,34,76.33,30.84,22.39,16.86,37.53,53.68,76.62,A,Pass
1424,288,37,74.77,35.57,16.15,16.35,45.06,50.82,78.67,A,Pass
1425,288,35,71.35,36.24,25.0,20.0,47.8,69.58,94.49,O,Pass
1426,289,20,30.0,23.3,16.06,11.15,30.41,41.51,58.22,B,Pass
1427,289,26,31.15,33.54,15.03,12.22,33.14,54.67,70.98,A,Pass
1428,289,23,30.1,11.88,12.81,13.91,23.69,42.81,49.85,C,Pass
1429,289,18,30.0,27.37,11.48,12.39,30.67,38.09,57.58,B,Pass
1430,289,17,30.0,27.49,11.88,11.47,30.05,54.85,64.86,B+,Pass
1431,289,21,34.36,27.58,17.44,11.47,36.37,44.5,65.45,B+,Pass
1432,290,58,36.37,17.21,6.75,10.74,14.62,30.22,38.09,F,Fail
1433,290,64,30.0,16.92,7.39,6.56,20.41,20.86,34.64,F,Fail
1434,290,50,30.8,12.99,6.08,2.8,13.71,16.29,24.78,F,Fail
1435,290,61,37.81,7.33,11.07,2.35,20.24,46.78,41.21,C,Pass
1436,290,56,30.71,16.88,13.54,9.62,23.65,31.4,45.15,C,Pass
1437,290,52,30.0,14.41,15.78,10.68,20.84,25.9,41.37,C,Pass
1438,291,84,65.02,34.43,22.33,20.0,47.04,56.98,86.26,A+,Pass
1439,291,81,67.37,27.11,21.83,13.09,30.54,56.91,70.66,A,Pass
1440,291,83,65.7,27.97,17.48,18.77,39.95,49.2,73.3,A,Pass
1441,291,85,61.14,26.42,14.17,10.56,28.82,47.17,60.58,B+,Pass
1442,292,58,80.47,38.08,20.34,20.0,43.63,75.0,93.99,O,Pass
1443,292,57,76.69,30.11,23.79,10.11,30.9,53.51,70.06,A,Pass
1444,292,55,76.54,24.43,22.91,20.0,46.26,56.88,81.05,A+,Pass
1445,292,53,77.72,38.33,25.0,19.51,43.37,66.9,91.82,O,Pass
1446,292,49,71.07,32.0,22.1,14.49,36.86,65.47,81.07,A+,Pass
1447,293,68,56.71,32.49,16.92,18.42,35.49,51.18,73.85,A,Pass
1448,293,66,56.22,19.84,12.87,5.94,21.22,42.06,48.28,C,Pass
1449,293,65,61.28,27.83,15.4,12.2,18.33,37.34,52.77,B,Pass
1450,293,67,57.61,37.56,18.46,15.31,42.01,58.93,82.33,A+,Pass
1451,294,85,82.25,28.58,20.32,16.52,41.31,65.71,82.0,A+,Pass
1452,294,84,87.32,23.73,18.79,18.77,34.66,62.63,75.33,A,Pass
1453,294,83,88.86,31.14,19.39,20.0,36.76,64.42,81.77,A+,Pass
1454,294,81,84.81,30.93,19.86,14.95,29.37,56.09,71.75,A,Pass
1455,295,97,63.47,24.08,12.44,8.44,30.6,37.46,54.02,B,Pass
1456,295,106,61.67,26.35,18.45,5.5,25.42,39.98,54.67,B,Pass
1457,295,110,51.39,26.42,20.7,8.27,30.83,53.88,66.18,B+,Pass
1458,295,104,54.08,24.25,16.85,7.74,34.36,42.64,59.81,B,Pass
1459,295,108,50.08,19.72,12.07,7.33,30.18,43.26,53.63,B,Pass
1460,296,55,66.44,31.08,21.84,18.56,30.6,60.95,77.31,A,Pass
1461,296,49,71.98,26.12,22.18,14.73,31.61,48.08,67.53,B+,Pass
1462,296,57,73.76,31.37,18.21,18.26,35.13,51.89,73.88,A,Pass
1463,296,53,72.04,35.38,20.97,17.16,49.34,69.06,91.56,O,Pass
1464,296,51,68.5,21.56,17.51,2.0,25.23,49.94,54.7,B,Pass
1465,297,25,60.96,30.41,18.08,15.41,44.52,47.54,74.58,A,Pass
1466,297,26,58.5,22.58,11.04,16.36,31.53,42.72,59.59,B,Pass
1467,297,17,62.15,30.22,13.03,12.28,36.04,40.25,63.26,B+,Pass
1468,297,18,57.5,20.68,10.38,8.67,23.34,40.43,49.37,C,Pass
1469,298,52,93.76,34.07,20.55,17.24,40.38,75.0,89.06,A+,Pass
1470,298,49,98.1,38.64,25.0,18.95,49.41,70.01,96.17,O,Pass
1471,298,56,100.0,40.0,23.89,15.54,43.06,50.6,82.46,A+,Pass
1472,298,50,100.0,32.9,24.36,20.0,50.0,75.0,96.2,O,Pass
1473,298,55,100.0,26.63,17.39,18.69,40.39,63.54,79.46,A,Pass
1474,298,53,100.0,38.04,24.7,14.33,48.47,60.38,88.48,A+,Pass
1475,299,38,100.0,38.36,21.81,20.0,50.0,66.66,94.01,O,Pass
1476,299,37,100.0,33.13,20.22,16.79,44.58,59.16,82.95,A+,Pass
1477,299,33,100.0,33.55,25.0,20.0,40.86,56.67,83.65,A+,Pass
1478,299,36,100.0,33.53,17.32,16.38,43.04,67.27,84.8,A+,Pass
1479,300,82,86.82,33.36,21.45,19.64,32.79,59.42,79.21,A,Pass
1480,300,83,88.99,37.36,22.6,20.0,45.55,69.0,92.7,O,Pass
1481,300,90,95.37,34.42,20.78,11.52,35.91,58.63,76.6,A,Pass
1482,300,91,93.3,35.44,24.94,17.94,46.53,50.39,83.45,A+,Pass
1483,301,18,70.42,30.92,16.74,14.92,35.94,54.11,72.84,A,Pass
1484,301,22,75.77,23.01,21.41,16.97,39.64,48.6,71.05,A,Pass
1485,301,20,74.37,28.73,23.22,16.62,36.13,53.18,74.84,A,Pass
1486,301,19,88.87,29.18,18.05,12.08,29.2,41.33,61.74,B+,Pass
1487,301,17,71.7,34.5,15.39,15.4,39.0,48.83,73.39,A,Pass
1488,302,105,70.07,22.79,15.84,16.79,28.99,42.22,60.32,B+,Pass
1489,302,107,56.83,15.14,10.51,10.11,23.41,27.87,41.54,C,Pass
1490,302,110,56.83,34.86,17.69,16.78,36.53,61.13,79.69,A,Pass
1491,302,101,61.01,24.93,13.94,12.99,37.14,32.58,58.31,B,Pass
1492,303,9,80.18,19.88,14.54,9.26,25.11,39.23,51.25,B,Pass
1493,303,1,82.14,33.9,16.1,12.47,40.3,64.18,79.73,A,Pass
